Ticket_Number,GDS_Record_Locator,Reservation_Date,Ticket_Issue_Date,Trip_Departure_Date,Airline_Name,Cabin_Class,Domestic_International_Indicator,Origin_City_Code,Destination_City_Code,Routing,Invoice_Amount,Tax_Amount,Total_Amount,Mileage,Days_Advance_Purchase,Trip_Length,One_Way_Indicator,Exchange_Indicator,Exchange_Original_Ticket_Number,Refund_Indicator,Original_Invoice_Number,Online_Booking_Indicator,Fare_Category,Agency
NULL,BLIWRA,00:00.0,00:00.0,00:00.0,KODIAK ISLAND AIR,Coach,D,ADQ,OLH,ADQ/OLH/ADQ,204,NULL,204,97.11438405,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BLNILZ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,39.16,268,1164.534197,6,5,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,BLWVVK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO/SAN,150.7,33.3,184,894.5282589,6,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,BLWVVK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO/SAN,NULL,NULL,NULL,894.5282589,5,4,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency A
NULL,BMBRNX,00:00.0,00:00.0,00:00.0,WARBELOWS AIR SERVICE,Coach,D,FAI,FYU,FAI/FYU,140,NULL,140,143.6433413,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BMOGXU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.52,144,894.5282589,5,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,BMWRSC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,219.54,44.66,264.2,695.2925979,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,BNFCGG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,DEN,MCI/DEN/MCI,336.74,47.26,384,1084.662081,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,BPAZNE,00:00.0,00:00.0,00:00.0,KODIAK ISLAND AIR,Coach,D,ANC,ILI,ANC/ILI/ANC,460,NULL,460,389.052184,5,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BPBWCH,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,36.72,150.2,894.5282589,5,2,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,BQGSRS,NULL,00:00.0,00:00.0,ALASKA,Coach,D,SEA,DCA,SEA/DCA/PDX/SEA,-10.9,0,-10.9,-4800.658531,-5,-5,NULL,N,NULL,Y,NULL,NULL,YCA,Agency A
NULL,BQKAQC,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ARC,FAI,ARC/FAI,185,NULL,185,238.6983931,10,11,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BQKAQC,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,ARC,FAI/ARC/FAI,185,NULL,185,477.3965874,1,9,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BQQFGA,00:00.0,00:00.0,00:00.0,LAKE AND PEN AIR,Coach,D,ANC,PTA,ANC/PTA/ANC,550,NULL,550,322.5596914,10,13,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BRBBNF,00:00.0,00:00.0,00:00.0,LAKE CLARK AIR,Coach,D,PTA,ANC,PTA/ANC,241.88,NULL,241.88,161.2799315,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BREGBN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,281.86,43.14,325,815.0167464,4,4,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency A
NULL,BREGBN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,281.86,43.14,325,815.0167464,4,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,BRTWMK,00:00.0,00:00.0,00:00.0,ALASKA,Coach,D,ANC,KPV,ANC/AKN/KPV/AKN/ANC_AKN/ANC,830,NULL,830,1291.70146,1,8,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BSKMCF,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.52,144,894.5282589,5,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,BTREWG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,FLL,ATL,FLL/ATL/FLL,228.84,39.16,268,1164.534197,4,6,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,BUXRSW,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,GEG,ELP,GEG/PHX/ELP,467.91,56.89,524.8,1367.443476,6,1,NULL,N,NULL,N,NULL,Y,DG,Agency A
NULL,BVMZFO,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,-161.86,-34.14,-196,-761.3834087,-7,-1,N,N,NULL,Y,NULL,N,YCA,Agency A
NULL,BVOASV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,DEN,MDW/DEN,141.4,24.7,166.1,905.524202,5,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,BVPDMK,00:00.0,00:00.0,00:00.0,AMERICAN,Coach,D,ORD,DCA,ORD/DCA/ORD,NULL,NULL,NULL,1221.809058,-1,2,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency A
NULL,BVRJSD,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,FLL,ATL,FLL/ATL/FLL,228.84,39.16,268,1164.534197,5,2,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,BVSEAR,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ONT,BWI,ONT/DEN/BWI/DEN/SLC,461.4,67.1,528.5,4187.702382,4,11,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,BWOQRR,00:00.0,00:00.0,00:00.0,ISLAND AIR EXPRESS,Coach,D,KLW,ANC,KLW/KTN/ANC/KTN/KLW,290,NULL,290,1667.706888,32,37,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
NULL,BWQNYG,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,CXF,AET,CXF/AET/CXF,400,NULL,400,163.0933511,6,11,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BWRXJY,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,NUL,FAI,NUL/FAI,250,NULL,250,300.855133,19,20,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BWXHWG,00:00.0,00:00.0,00:00.0,ALASKA,Coach,D,ANC,CDB,ANC/CDB/KVC/CDB/ANC,252,NULL,252,1277.70545,3,9,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BXLDUV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MSY,DAL/MSY/DAL,379.54,50.26,429.8,872.2082918,3,5,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,BXXNGT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,TPA,ATL/TPA/ATL,238.14,39.86,278,815.0167464,5,3,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,BZBMLA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,2,1,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,BZMHJW,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,BUF,BWI,BUF/BWI/BUF,351.62,48.38,400,563.7620226,1,4,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BZMHJW,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,BUF,BWI,BUF/BWI/BUF,351.62,48.38,400,563.7620226,1,4,NULL,N,NULL,N,NULL,NULL,YCA,Agency A
NULL,BZXICW,00:00.0,00:00.0,00:00.0,GRANT AVIATION,Coach,D,ANC,ENA,ANC/ENA/ANC,184,NULL,184,120.2091296,1,2,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,BZZIPB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,DAY,DEN/DAY/ATL/DEN,427.9,65.1,493,2735.237243,4,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CAOURN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,MCO,DEN/MCO/ATL/DEN,303.26,59.44,362.7,3164.899563,5,2,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,CAQCUS,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,176.74,35.26,212,695.2925979,4,2,NULL,N,NULL,N,NULL,Y,_CA,Agency A
NULL,CBCSQA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SJC,LAX,SJC/LAX/SJC,141.39,32.61,174,616.4123123,4,8,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CBELFM,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,ARC,FAI/ARC/FAI,370,NULL,370,477.3965874,2,3,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CBURJH,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,ELP,DAL/ELP/DAL,506.04,59.96,566,1124.526002,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,CBXRJS,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,176.74,35.26,212,695.2925979,1,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,CCDJVG,00:00.0,00:00.0,00:00.0,WARBELOWS AIR SERVICE,Coach,D,FAI,BTT,FAI/BTT/FAI,340,NULL,340,356.809285,6,8,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CCGOXY,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,GEG,DEN,GEG/DEN/GEG,252.09,47.11,299.2,1664.620171,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CDFQBK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,ABQ,DAL/ABQ/DAL,520.94,61.06,582,1159.039548,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CDWBWE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,CLE,MDW,CLE/MDW/CLE,349.77,54.43,404.2,614.7155373,5,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CDWBWE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,CLE,MDW,CLE/MDW/CLE,NULL,NULL,NULL,614.7155373,0,5,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency A
NULL,CERNPR,00:00.0,00:00.0,00:00.0,ALASKA,Coach,D,PEC,WRG,PEC/JNU/WRG/KTN/JNU/PEC,378,NULL,378,604.9720845,56,61,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CFXRLY,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,45.36,274.2,1164.534197,5,5,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CGCCCL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,JAX,ATL/JAX/ATL,187.9,36.1,224,540.9299457,1,2,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency A
NULL,CGDNQU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAT,ELP,SAT/ELP/SAT,494.88,58.92,553.8,993.8219818,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,CGDSLI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,176.74,35.26,212,695.2925979,7,3,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,CGGECI,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OME,SHH,OME/SHH/OME,432,NULL,432,244.0670301,5,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CGSQYD,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,LIT,MSY,LIT/HOU/MSY/HOU/LIT,442.8,74.2,517,1392.062658,5,5,NULL,N,NULL,N,NULL,N,DG,Agency A
NULL,CHHDWO,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,CXF,FAI/CXF,230,NULL,230,180.1376782,6,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CIESUA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,SDF,ATL/SDF/ATL,187.9,36.1,224,644.8261503,6,2,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,CIKFRD,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,PHX,SAN/PHX/SAN,251.16,47.04,298.2,608.1007225,3,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,CIOVYK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,219.54,38.26,257.8,695.2925979,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,CIVUGU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,FLL,ATL,FLL/ATL/FLL,228.84,38.96,267.8,1164.534197,5,11,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,CIYVUN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,LIT,MSY,LIT/DAL/MSY/HOU/LIT,442.79,75.31,518.1,1427.80724,6,5,NULL,N,NULL,N,NULL,Y,DG,Agency A
NULL,CKHVZA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,CLE,MDW/CLE/MDW,333.02,53.18,386.2,614.7155373,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CKPVXN,00:00.0,00:00.0,00:00.0,ISLAND AIR ALASKA,Coach,D,ANC,KOZ,ANC/ADQ/KOZ,60,NULL,60,264.4425029,1,2,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CLNDXE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,TUS,DEN/TUS/DEN,295.82,44.18,340,1255.886598,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CLPYHQ,00:00.0,00:00.0,00:00.0,YUTE AIR,Coach,D,ANC,KWT,ANC/BET/KWT/BET/ANC,140,NULL,140,820.9352841,5,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CLRXWU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OAK,SAN,OAK/SAN/OAK,396.28,57.92,454.2,893.8369019,3,1,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CLSOQA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,DEN,MDW/DEN/MDW,327.45,52.75,380.2,1811.048674,0,7,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CLSQXL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,39.16,268,1164.534197,3,1,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,CLUWZL,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,SHH,OME,SHH/OME_OTZ/OME/SHH,432,NULL,432,427.1604308,12,19,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CMMUYJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OAK,SAN,OAK/SAN/OAK,396.28,51.72,448,893.8369019,3,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CNJOLB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,CMH,MDW,CMH/MDW,168.37,23.53,191.9,284.6323634,6,1,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,CNJOLB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,CMH,MDW,CMH/MDW,NULL,NULL,NULL,284.6323634,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CNLURG,00:00.0,00:00.0,00:00.0,MAKANI KAI AIR,Coach,D,ITO,LUP,ITO/HNL/LUP/HNL/ITO,276.15,NULL,276.15,555.2827322,13,17,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
NULL,CNNCGV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO,56.74,18.36,75.1,447.2639429,0,1,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,CNUTVC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN,56.74,15.16,71.9,447.2643161,0,1,NULL,N,NULL,N,NULL,NULL,_CA,Agency A
NULL,CNWKAT,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MAF,DAL/MAF/DAL,-416.74,-57.96,-474.7,-638.5011208,-5,-1,NULL,N,NULL,Y,NULL,N,DG,Agency A
NULL,CNWKAT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MAF,DAL/MAF/DAL,416.74,57.96,474.7,638.5011208,8,1,NULL,N,NULL,N,NULL,N,DG,Agency A
NULL,COFAKJ,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,DCA,MCI/DCA/MCI,-520.93,-67.27,-588.2,-1897.501878,-7,-2,NULL,N,NULL,Y,NULL,N,DG,Agency A
NULL,COFAKJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,DCA,MCI/DCA/MCI,520.93,67.27,588.2,1897.501878,13,2,NULL,N,NULL,N,NULL,N,DG,Agency A
NULL,COGCFG,00:00.0,00:00.0,00:00.0,ALASKA,Coach,D,ANC,AET,ANC/FAI/AET/FAI/ANC,340,NULL,340,883.3222768,7,11,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
NULL,COXZTU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,BWI,MCI/BWI,196.28,25.72,222,965.8102968,1,1,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,COYAND,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,281.86,43.14,325,815.0167464,4,5,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,CPFCZK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,132.09,38.11,170.2,894.5282589,4,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CPIJMG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SAT,DEN/SAT/DEN,349.76,48.24,398,1590.452156,5,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CPKJGH,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ANC,BTT,ANC/FAI/BTT/FAI/ANC,340,NULL,340,875.5959336,8,11,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
NULL,CPQYLJ,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,-198.14,-36.66,-234.8,-695.2925979,-1,-3,NULL,N,NULL,Y,NULL,NULL,YCA,Agency A
NULL,CPRHVG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,JAX,ATL/JAX/ATL,187.9,42.3,230.2,540.9299457,5,3,NULL,N,NULL,N,NULL,N,_CA,Agency A
NULL,CQUKYZ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,IND,MCI,IND/MCI/IND,288.38,43.62,332,902.9804539,3,5,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,CRLXSV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ELP,SLC,ELP/PHX/SLC,158.14,33.66,191.8,853.7139079,0,1,NULL,N,NULL,N,NULL,NULL,DG,Agency A
NULL,CRPYDN,00:00.0,00:00.0,00:00.0,LAKE CLARK AIR,Coach,D,ANC,PTA,ANC/PTA/ANC,483.75,NULL,483.75,322.5596914,2,12,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CRTWVM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,RNO,SAN/LAS/RNO/LAS/SAN,460.47,85.33,545.8,1209.851628,0,3,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CSJMJZ,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OTZ,OBU,OTZ/OBU/OTZ,504,NULL,504,310.4974945,8,11,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CSSUWI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,BOS,ATL/BWI/BOS/ATL,305.11,55.89,361,1892.52764,5,6,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CUABWR,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,ARC,FAI/ARC/FAI,370,NULL,370,477.3965874,11,12,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CUUTPF,00:00.0,00:00.0,00:00.0,LAKE CLARK AIR,Coach,D,ANC,PTA,ANC/PTA/ANC,483.75,NULL,483.75,322.5596914,3,10,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CVBMZC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,176.74,35.26,212,695.2925979,5,3,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency A
NULL,CWASDI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,4,2,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CXNFMM,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,ARC,FAI/ARC/FAI,370,NULL,370,477.3965874,12,15,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CXNFMM,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,ARC,FAI/ARC/FAI,270,NULL,270,477.3965874,7,3,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CXXGIQ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SLC,DEN,SLC/DEN/SLC,161.86,34.14,196,761.3834087,4,7,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency A
NULL,CXXGIQ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SLC,DEN,SLC/DEN/SLC,161.86,34.14,196,761.3834087,4,7,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CYLTNZ,00:00.0,00:00.0,00:00.0,SERVANT AIR,Coach,D,AKK,ADQ,AKK/ADQ/AKK,420,NULL,420,167.7947849,9,13,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CYLTNZ,00:00.0,00:00.0,00:00.0,SERVANT AIR,Coach,D,AKK,ADQ,AKK/ADQ/AKK,NULL,NULL,NULL,167.7947849,-1,3,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CYRZSZ,00:00.0,00:00.0,00:00.0,ILIAMNA AIR TAXI,Coach,D,ILI,ANC,ILI/ANC/AKN/ANC/ILI,460,NULL,460,965.6964933,14,19,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CYZSSY,00:00.0,00:00.0,00:00.0,ERA AVIATION,Coach,D,FAI,GAL,FAI/GAL/FAI,420,NULL,420,534.2976781,5,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
NULL,CZCVLM,00:00.0,00:00.0,00:00.0,ALASKA,Coach,D,FAI,OME,FAI/ANC/OME/GAM/SVA/OME/ANC/FAI,643.5,NULL,643.5,1990.373843,6,10,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency A
NULL,CZSUTB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,39.16,268,1164.534197,1,1,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,CZXDLU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,281.86,43.14,325,815.0167464,4,4,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,DAEASD,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OKC,DEN,OKC/DEN,138.6,21.3,159.9,499.6931514,34,1,NULL,N,NULL,N,NULL,Y,YCA,Agency A
NULL,DAHDXX,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL,114.42,19.48,133.9,582.2672179,3,1,NULL,N,NULL,N,NULL,NULL,YCA,Agency A
NULL,DAIFBA,NULL,00:00.0,00:00.0,US AIRWAYS,Coach,D,PHL,HTS,PHL/CLT/HTS/CLT/PHL,-315.29,0,-315.29,-1363.06534,-5,-2,NULL,N,NULL,Y,NULL,NULL,Restricted Commercial,Agency A
NULL,DAODUG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,5,4,NULL,N,NULL,N,NULL,N,YCA,Agency A
NULL,DAPDUF,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,CMH,MDW/CMH/MDW,422.32,59.88,482.2,569.2650393,2,1,NULL,N,NULL,N,NULL,N,DG,Agency A
NULL,DATFAU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,SFO,ATL/SFO/ATL,396.28,51.72,448,4272.716586,2,6,NULL,N,NULL,N,NULL,NULL,YCA,Agency A
NULL,DAZFWG,00:00.0,00:00.0,00:00.0,GRANT AVIATION,Coach,D,AKN,PIP,AKN/PIP/AKN,450,NULL,450,167.9978824,1,4,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency A
